,Agricultural land (% of land area),"Human capital index plus (HCI+): education pillar score, female (scale 0-188)","Human capital index plus (HCI+): education pillar score, male (scale 0-188)","Human capital index plus (HCI+): education pillar score, total (scale 0-188)","Human capital index plus (HCI+): health pillar score, female (scale 0-50)","Human capital index plus (HCI+): health pillar score, male (scale 0-50)","Human capital index plus (HCI+): health pillar score, total (scale 0-50)","Human capital index plus (HCI+): on-the-job learning pillar score, female (scale -30-87)","Human capital index plus (HCI+): on-the-job learning pillar score, male (scale -30-87)","Human capital index plus (HCI+): on-the-job learning pillar score, total (scale -30-87)","Human capital index plus (HCI+): overall score, female (scale 0-325)","Human capital index plus (HCI+): overall score, male (scale 0-325)","Human capital index plus (HCI+): overall score, total (scale 0-325)",Firms with female top manager (% of firms),Firms with female participation in ownership (% of firms),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)","Literacy rate, adult female (% of females 15+)","Literacy rate, adult male (% of males ages 15 and above)","School enrollment, preprimary (% gross)","School enrollment, preprimary, female (% gross)","Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Educational attainment, at least completed primary, population 25+, female (%) (cumulative)","Educational attainment, at least completed primary, population 25+, male (%) (cumulative)","Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)","Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","Secondary education, duration (years)","School enrollment, secondary, female (gross %)","Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","School enrollment, tertiary, female (gross %)",Proportion of seats held by women in national parliaments (%),Women Business and the Law Index Score (scale 1-100),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","Maternal mortality ratio (per 100,000 live births)","Employment in agriculture, female (% of female employment)","Employers, female (% of female employment)","Employers, male (% of male employment) (modeled ILO estimate)","Self-employed, female (% of female employment)","Self-employed, male (% of male employment) (modeled ILO estimate)",Female share of employment in senior and middle management (%),"Vulnerable employment, female (% of female employment)","Vulnerable employment, male (% of male employment)","Wage & salaried workers, female (% of female employment)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employment in industry, female (% of female employment)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment)","Employment in services, male (% of male employment) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force with basic education, female (% of female working-age population with basic education)","Labor force with basic education, male (% of male working-age population with basic education)","Labor force participation rate, female (% of female population 15+)","Labor force participation rate, male (% of male population 15+)","Labor force with intermediate education, female (% of female working-age population with intermediate education)","Labor force with intermediate education, male (% of male working-age population with intermediate education)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Unemployment rate, female (% of female labor force)","Unemployment rate, male (% of male labor force)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Fertility rate, total (births per woman)"
"Secondary education, duration (years)",0.23478779139921432,0.2290998948164382,0.19301797592910522,0.13198059577965274,0.09334657855916847,0.03308519754352058,0.06280725711474895,0.11488181731989353,-0.3047980654220023,-0.04956171877039659,0.1942475648320168,0.08911473306224789,0.0795111358890754,-0.3917556916498753,-0.11624103268254163,0.05145556101930985,-0.024052073516412233,0.2683121347896818,0.20177464475544152,0.006643895323769303,0.0012838598033058626,0.21429582011772513,0.2994340137194809,0.1982808214059655,0.19302525791957717,0.08054914179991093,0.13950161146272222,-0.4138140989652178,-0.38039445667259936,0.32723228684754724,0.23672082558869018,1.0,0.04624556144821103,-0.26058281120333177,-0.12783307090834536,0.04264165741215869,0.031228628371309027,-0.0041906693598647,-0.3101642323127182,0.0792683268957111,0.3409202192270399,0.23190021912219022,-0.2726386430699431,-0.10457612581496906,,,-0.16818215585861582,-0.07344446353926616,-0.28547211379355963,-0.2716596895670796,-0.2652256578772731,-0.11866667155778614,-0.3628759615364,-0.24292621887764684,-0.057880220688194525,0.26522551244807674,0.11866647086790864,-0.1533553025714722,-0.2960508207293546,-0.09405637194594138,0.5251082078146062,0.10443688941551733,0.21964767618476383,0.31616490803040964,0.3092577732595178,0.09898385083746203,0.394150970309885,-0.12560810822899762,-0.17650488406766796,0.22920795059330304,0.05811414110935336,0.22690116379308575,0.2900436314450236,0.012873144007112739,-0.02238483565620436,0.11959003308658633,-0.014499352344395571,-0.3058229427972001,-0.22306612569811654
"School enrollment, secondary, female (gross %)",-0.097209738544745,0.8084843080608066,0.7970452956372984,0.792043448831725,0.6638144894273984,0.7147953141503769,0.699076402189747,0.6907144264188236,-0.4949369746022942,0.5316617243564412,0.8713343366380869,0.8537256723972579,0.8698413180812421,-0.14449076471004355,-0.25477914174801275,0.7609719687305982,0.7739257321588486,0.7910210252470383,0.8720836702861536,0.7744897784701953,0.7827509187137989,0.8503291795423024,0.8639712722662561,0.8199981963679404,0.8935028553028491,0.707715433439873,0.6474768282016842,-0.6201181044062025,-0.6337201975237075,0.6138477548237903,0.5535862545408947,0.04624556144821103,1.0,-0.8758631751937417,-0.794369708324436,0.8022730011466094,0.7179366732103823,0.48679528187686544,0.6382599388145047,0.23634051461413813,0.42271394870877793,0.6933459250445685,0.21070953288447875,0.4612156224803953,1.0000000000000009,-1.000000000000001,-0.18732592019350996,-0.10943670704206918,-0.4570211332724057,-0.43154707590744323,-0.49907759565823584,-0.1427341502536464,-0.19618661896700304,-0.4643039763169772,-0.04935889055023293,0.49907785191073917,0.14273438368435684,-0.23050886531711473,-0.3899452349425684,-0.5351765254594426,0.13518338765104818,0.3000893133596681,0.6820033204790289,0.49777822544074735,-0.10061856993786678,-0.2080577106504391,-0.5071817483970508,-0.08047891349080012,-0.5039751303104476,0.30025031500805616,-0.4036301248307497,-0.08992699577105859,-0.36885134989168694,0.1421716293004479,0.12615347770571317,0.418487801488539,0.550596687099104,-0.6659360154000996,-0.659090438264334
"Adolescents out of school, female (% of female lower secondary school age)",0.06582357379124194,-0.8632255650616344,-0.8478778929090716,-0.8405712792306165,-0.6127778056157245,-0.6924700455561952,-0.6604007936417335,-0.7496166229435758,0.5581270252677449,-0.5673900527325539,-0.9058574964938158,-0.8690560059860762,-0.8914848502499375,0.3103993735918086,0.1563474951533101,-0.8203749705559241,-0.8341698545719305,-0.6931806692350216,-0.8143750557271086,-0.7007786040858645,-0.6995877814538384,-0.8371922658996775,-0.8705313885557192,-0.6953301700480069,-0.7946117483829086,-0.5156408880716399,-0.5647589330226752,0.806450156406478,0.8259662702469128,-0.7842118986933746,-0.7359111329210442,-0.26058281120333177,-0.8758631751937417,1.0,0.9449486152586573,-0.8532413367849057,-0.8189182702403889,-0.2925691399268982,-0.26943270172244443,-0.2451911803505246,-0.5751338464237153,-0.7586648407828835,-0.2669448917424484,-0.5306697545762181,-1.0000000000000007,1.0000000000000009,0.06920824760752259,-0.0005326419386934534,0.6070154274819359,0.45825020412040246,0.4098487493734486,-0.08724509975589607,0.3937690047595977,0.359414097510905,-0.17991339187359878,-0.4098487786868934,0.08724463993433745,0.13070584781152353,0.282854906213684,0.6430629023836774,-0.16276315044404321,-0.2442709879954474,-0.6472093957975649,-0.6835533094304453,-0.1662855735567956,-0.1301510586421663,0.1350489795194444,-0.10280238976603627,0.4310874078856524,-0.5125897573540114,0.21598609316926262,-0.14351193321432648,0.1472089009927684,-0.19351894770097033,-0.13943538335988176,-0.31216854785379966,-0.38842038411355506,0.6146281758428161,0.5330834925133245
"Adolescents out of school, male (% of male lower secondary school age)",0.12210193779452802,-0.78923042326831,-0.7845499354018898,-0.7791719555422848,-0.4988086448226176,-0.6625330565672125,-0.5861883602578374,-0.6627219203120337,0.40012074842845236,-0.5504926372277688,-0.8082319492517797,-0.8243785034210497,-0.820311854677166,0.34755521635172215,0.11489114818917769,-0.7652136928880958,-0.7795376837557307,-0.6101862171326364,-0.7414247757941266,-0.7526064344089426,-0.7516427907571035,-0.7374379153380342,-0.7759520507567137,-0.6645744468475898,-0.7540290669675104,-0.4439336953507497,-0.4940058317519054,0.7769963689725216,0.817375238472161,-0.7184752009115023,-0.6665480287113609,-0.12783307090834536,-0.794369708324436,0.9449486152586573,1.0,-0.8310751127674534,-0.7840853332856259,-0.1431832733538867,-0.20651540374161012,-0.18829921807624347,-0.5575712128461253,-0.6436854998036193,-0.3103974884324599,-0.39994219599310565,-1.0000000000000004,1.0000000000000007,0.033586628405612606,-0.06461846511203395,0.5721553894282206,0.4144033360644993,0.33655450773928736,-0.10752643895893728,0.3572791873153766,0.28881058544363447,-0.1901569590610316,-0.33655448806565935,0.10752608606339667,0.08377797345435163,0.1676126757243537,0.6132703124277283,0.021173942808827135,-0.17116315666435894,-0.47557715657133637,-0.5948250500862051,-0.21984017304075035,-0.2903635301637087,0.13557456179360802,-0.13175688957830958,0.36606604155503963,-0.4437816243784314,0.14725977352849817,-0.2241150811145629,0.05174894433750472,-0.29183323067876416,-0.19913473657621084,-0.2971979583572848,-0.3952489360816113,0.4752128264905796,0.4221449724605963
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",-0.3351690803526917,0.8329972007965606,0.8067759550182549,0.8227875979694513,0.6863880919321274,0.77680724925811,0.7386893533727003,0.7166317431549467,-0.5621226548264107,0.5612160430036836,0.8554506149996638,0.8446379141609953,0.8657052498849799,-0.11202113009994587,0.05768603432039151,0.7623182206908911,0.7610015154112942,0.8323033450704987,0.8928473841184293,0.5089782707085811,0.48432092705885027,0.7133993792004676,0.772279470144797,0.7520170452956207,0.820709226089105,0.3518855583843121,0.45953226035585176,-0.634422865024853,-0.6656165189554911,0.8540864066982538,0.8087435104128843,0.04264165741215869,0.8022730011466094,-0.8532413367849057,-0.8310751127674534,1.0,0.90218830129724,-0.33943813540447215,-0.011074162954107892,0.4388705357992197,0.6207907241539532,0.7737873836862988,0.5221855461310974,0.5302555171063312,,,-0.1281209949266913,0.11584142533336936,-0.5235014569622006,-0.3978653118035497,-0.3185530293380792,0.21635422433976778,-0.23276240653056007,-0.2693090371577281,0.29729108782279806,0.3185528035173376,-0.21635410572221594,-0.007678216043244743,-0.1222504929386257,-0.7211900800858013,-0.018353249275990562,0.17688765336225057,0.6693958476011347,0.639134868352585,0.07222497669186076,-0.1366212837128701,-0.3843043268997876,-0.07813823155874637,-0.5875453196633869,0.5896241414071217,-0.2045657844164127,-0.1845881279091465,-0.45510581083075297,0.06906911531804565,0.1729586243722285,0.4165857332380004,0.5053646181302085,-0.5094222612199771,-0.3989323214751036
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",-0.44010393561472533,0.8681350222158362,0.8874426891314097,0.8803556695890515,0.5391352417773266,0.6216071550302504,0.5878761598800302,0.46928443082391946,-0.6440877816556765,0.24745948470144313,0.7965131145338623,0.8938533278322425,0.8475180520571336,-0.06590642808509714,-0.2486059616120207,0.6348595282766146,0.6697658654654162,0.6352464607662897,0.7295576249603621,0.6233329535850214,0.582812480100099,0.7089554563255717,0.7672598262722707,0.5746253699168681,0.6583327175957846,0.5716309386002292,0.6440302952372272,-0.7025991376076431,-0.7384049844172558,0.820729708538059,0.8398953242142675,0.031228628371309027,0.7179366732103823,-0.8189182702403889,-0.7840853332856259,0.90218830129724,1.0,0.18577118177389743,0.22695680060047344,0.06802141753322175,0.4188694700606858,0.6244548209750848,0.707622470133839,0.42554263375557005,,,-0.025311987384616767,0.08651941943564859,-0.441847660655204,-0.3416952519466235,-0.259587706163026,0.14473783579322697,-0.3485611388028303,-0.2179063629850716,0.2159473174364189,0.2595877066934291,-0.14473724038423885,0.009984493795040548,-0.10160151079620326,-0.41747028165415123,0.22181663853121136,0.0830723477563923,0.5407309769919645,0.47233860253799675,-0.023879979717689515,-0.08434762957915427,-0.21157623346065432,-0.09305059849452212,-0.5449672309222302,0.46013324927084914,-0.21076384905512802,-0.20250944170533214,-0.43367667502028395,-0.013728536750074603,-0.06351508424520899,0.19002903866314128,0.36942713873348737,-0.5183398168638333,-0.4350597973536512
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",-0.20045244873645493,0.3974114029162463,0.48010765622849083,0.44092013091518034,-0.032705657837739904,-0.0556279159797054,-0.035331771683468814,-0.7715186383423097,0.18003324457922476,-0.4733774481757517,0.0450418345817177,0.422770377734143,0.21357233566796308,-0.33456847870846357,-0.7975326800636493,0.29909460387765974,0.27718426496153253,0.6725189747812099,0.09530802351075056,0.10755632783282375,0.12131375163296629,0.8962346302916425,0.8604268715046441,0.5644660696048966,0.5852542159939182,0.16501953694556326,-0.05015806946619889,-0.7255735512212886,-0.5627688125393073,-0.16279875476732275,-0.18410751998529012,-0.0041906693598647,0.48679528187686544,-0.2925691399268982,-0.1431832733538867,-0.33943813540447215,0.18577118177389743,1.0,0.8076076690779521,-0.4447785142800993,-0.5044792404774179,-0.5385790375782654,0.5734839554534342,-0.3088876186271455,,,-0.4691567740005184,-0.15526922318625708,0.05173791800997701,-0.08990651283626379,-0.31364326146939814,-0.47839108109037154,0.35832618540714484,-0.3116614013927448,-0.4557210685217657,0.3136441827217728,0.47839103876981476,-0.18407281274081003,-0.25658214004689495,0.5838576403996649,0.14982693744212836,-0.002270591941185006,0.0014052746372152749,-0.7318611150923398,-0.536038449432432,-0.6322021760590829,-0.3409609396897978,-0.459315804116932,-0.03939401440482288,-0.6859671098988015,-0.4793789924656097,-0.8276265968426357,-0.13376191092367268,-0.11188367615355126,-0.03727695974207343,-0.2879638168340681,-0.14052334151607357,-0.23186338441672788,-0.4982555341294252
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",-0.1823560012531073,0.5886369814065229,0.6384949560866685,0.615964247525985,0.5033915891250541,0.450207965936947,0.4864768438107261,-0.44428389384225014,0.4141295498926797,-0.05414783049855435,0.3688989817387574,0.6796813466077147,0.519835879933076,-0.2793058579529735,-0.8415540979282774,0.7679940028324291,0.6973640455166296,0.7284564357992659,-0.2357782648904315,0.17711138253219336,0.17632737371052512,0.6816661298874361,0.7277098357852146,0.885050772829895,0.8588109643511125,0.3288242646072149,0.23563161719847459,-0.3233107337757493,-0.37917701927450087,-0.07725259273193708,-0.2180993917535949,-0.3101642323127182,0.6382599388145047,-0.26943270172244443,-0.20651540374161012,-0.011074162954107892,0.22695680060047344,0.8076076690779521,1.0,-0.11081434274682951,-0.13789907688840528,0.024229232395810315,0.3354577056026247,-0.20795328336627775,,,-0.8727765499965814,-0.5054045166099811,0.19373323356369224,-0.0056170559433419715,-0.7634296768853571,-0.891326756392546,0.5789982307600916,-0.7607499758228633,-0.8696524983219883,0.7634301622683041,0.8913267383529863,-0.5978884124237134,-0.6661516230890724,0.30687108681012715,0.20214928544928784,0.4562072884359783,0.45572914101465356,-0.8677877742661323,-0.7693226105716141,-0.6998849963177878,-0.5442998534712234,-0.7854151662980005,-0.45614817919905576,-0.9128978495228293,-0.7826443730782556,-0.8997565731442096,-0.6425892811665305,-0.42947615583225607,-0.28370061718269474,0.01168248414378381,0.18464990094083916,-0.5463345936811335,-0.7420952386558177
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",0.12610130250075263,0.2329001812915303,0.12499991518336179,0.18038092041272663,0.6918173202954483,0.6289350406238274,0.658310672071634,0.6410483961074395,-0.0508835855502689,0.6944302116423996,0.4470177250043733,0.1668534174140211,0.34581381067949857,0.07166550287812921,0.6718435159291968,0.5206672169068921,0.39519533086232056,0.6244985575876075,0.4329907284449151,-0.20500711788583897,-0.20974074628115136,-0.18470398965956467,-0.04330882149002983,0.5909288936692221,0.5061664727637643,-0.21280240690449004,-0.1140805719830955,0.5450423036322359,0.5257498001193268,0.49244256989577817,0.38173831096873273,0.0792683268957111,0.23634051461413813,-0.2451911803505246,-0.18829921807624347,0.4388705357992197,0.06802141753322175,-0.4447785142800993,-0.11081434274682951,1.0,0.9230208968859616,0.46502199226545066,-0.35410770579132633,0.40034986742657097,,,-0.42938792747899596,-0.3184587974538972,0.019062541347906747,0.21223080004217923,-0.3223743090890043,0.07897618135324766,0.47049099707225,-0.32001706428294446,0.04959263919344784,0.3223732899768986,-0.0789765038248139,-0.3585815957159885,-0.3635842787240356,-0.6767104092828423,-0.12764268018137043,0.5678800504346428,0.4987229983623773,0.337584800404859,-0.03541336805876274,-0.5245575312812313,-0.3410092858073383,-0.6275351690116157,-0.6904846189527792,0.23986119105260947,-0.1269515203744634,-0.6421851972712928,-0.5348396274379397,-0.41270777593779245,0.03548862073193531,0.6757634481502063,0.5180386683576563,0.0525519094376127,-0.05850199764283933
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",0.22737461487262636,0.5171936457836163,0.46914232354003615,0.49428161261851805,0.6842152350232047,0.6033140111285934,0.6422807433808622,0.7260601250059102,-0.19302574896940602,0.7357509103643196,0.6441984463696873,0.5034590012951929,0.5968014310238754,-0.03730782629401288,0.5870509577169949,0.5619661919636101,0.45099184686324006,0.605683091499455,0.5577458656964078,0.23795240148178,0.2339432279467687,0.30727551793871377,0.40061316100590705,0.5872610901065065,0.5928300327281173,0.28901882319482797,0.397612816854948,-0.21934039083068568,-0.25138322744813085,0.6124262162387929,0.5766732630803422,0.3409202192270399,0.42271394870877793,-0.5751338464237153,-0.5575712128461253,0.6207907241539532,0.4188694700606858,-0.5044792404774179,-0.13789907688840528,0.9230208968859616,1.0,0.6466156387049382,-0.05234480407516235,0.6695689551313676,,,-0.2734881457984082,-0.14716475353057365,-0.38602900196595896,-0.2032605994791086,-0.3742024437596455,0.04668891713991145,-0.0710396787499287,-0.3368602058156339,0.0930368758671684,0.37420134617158396,-0.04668862717660931,-0.253721342132207,-0.33901686650901924,-0.7071749059339494,0.15712217601585285,0.4310904940417159,0.5574656940642251,0.5211862923423642,0.25614938173686846,-0.46803757955498937,-0.2968488813712365,-0.4228343243500297,-0.7399496758384939,0.4293391374253259,0.02873880116679501,-0.45494095989434247,-0.4564436194418848,-0.15194039603283138,-0.012017604759461073,0.45113883344180006,0.4262660373437655,-0.2037960846947023,-0.2466797279308705
"School enrollment, tertiary, female (gross %)",-0.13018256830971245,0.6030033488795953,0.5292018870763449,0.5772190465011108,0.6111333861803431,0.7221524242491758,0.6786181419411826,0.760747281550893,-0.614760991128395,0.5905261294310621,0.7765426601915708,0.6346320834268344,0.7518547747744107,-0.3114271208055031,0.20799000308566445,0.8050892815656064,0.8426038409646802,0.7489699024657255,0.7699207381136978,0.2626794514863679,0.2680160496742172,0.6450299619561838,0.655811616669678,0.8042531958673633,0.8010343751240504,0.28435328287034306,0.386564211646572,-0.7125411588738849,-0.7246518681586875,0.6732992813488997,0.5668845269775055,0.23190021912219022,0.6933459250445685,-0.7586648407828835,-0.6436854998036193,0.7737873836862988,0.6244548209750848,-0.5385790375782654,0.024229232395810315,0.46502199226545066,0.6466156387049382,1.0,-0.011795176942228163,-0.11254068800670951,-1.0000000000000004,1.0000000000000007,-0.4142055490140128,-0.23985559826314623,-0.432944668971624,-0.349817225836261,-0.5592105842895714,-0.2710223322831835,-0.4377617336161671,-0.5315209134142459,-0.19210154821046957,0.5592109760147633,0.27102257371324123,-0.3644041223488531,-0.5448235116232303,-0.6664143655636625,0.4787510752284359,0.47728153278237656,0.6697238462684565,0.7126782383009722,-0.3945178730013217,0.05913393257238032,-0.15765384999612617,-0.43337884003645805,-0.7488602702171817,0.548040066384328,-0.5376834257390253,-0.14148239002426544,-0.6647354700881047,0.46564892851571144,0.4217910645301223,0.5151729892622166,0.6025123829609953,-0.8323120158033371,-0.6477495148158404
Proportion of seats held by women in national parliaments (%),0.11177590483741363,0.4232861768882952,0.4224268569085892,0.4878850295099761,0.1434126517158741,0.20663272535165064,0.1840841950396451,-0.004759471286146202,-0.023855881900691735,0.004911644043935667,0.2226422170744575,0.3474865385957137,0.3343001269899298,-0.10265428081070344,-0.6351339812043884,0.19186396172133596,0.25912980864113944,0.3125693321489374,0.4615063921622917,0.3892443179143377,0.37972977249398066,0.16491529274340158,0.1612393684328482,0.12873107605446435,0.2409208389116724,0.5180632861733353,0.5302349429467201,-0.37701512045987895,-0.3493953414638186,0.11467919922118806,0.20384336292820832,-0.2726386430699431,0.21070953288447875,-0.2669448917424484,-0.3103974884324599,0.5221855461310974,0.707622470133839,0.5734839554534342,0.3354577056026247,-0.35410770579132633,-0.05234480407516235,-0.011795176942228163,1.0,0.3739126835193267,-1.0000000000000002,1.0000000000000004,-0.22220858990538217,0.18926130289668852,-0.04847886201096491,0.14276900603826534,-0.04810504442477313,-0.018454795504842532,-0.22184637247998654,-0.0443348027781444,-0.04759649305240464,0.04810498714691304,0.018455417222164965,0.07151543089903739,0.16914476378550664,-0.05091012636415023,-0.10927275922272242,-0.16109264794112,-0.1861626226765996,0.10971946735816124,0.04172478452770497,-0.34728564207546303,-0.37661669908118334,0.16797225776866576,-0.028369913707590146,0.09990685998540126,-0.07629086635886602,-0.3674432525379122,-0.4353557334045855,0.23364655338026535,0.10741942766716767,-0.4607781584420842,-0.2762460040642773,-0.07454773476458787,-0.2096899399236525
Women Business and the Law Index Score (scale 1-100),0.17328370243681665,0.39770793301716556,0.3975972814791914,0.41088208048787284,0.3701620997175609,0.24472269853076806,0.31141580400119473,0.5446844884909743,-0.07462000779370243,0.5694078553157317,0.4752216822080247,0.4325963771068955,0.47989862584813525,-0.13177380831434993,0.14122176530080194,0.12618627199597618,0.10144430605538975,0.3761515242628649,0.5526400003966574,0.4474133563163663,0.4529263945626561,0.3344848781791631,0.3387823917709623,0.26780001931654873,0.4098318778152464,0.5207512158867297,0.5553120893733628,-0.30956974444951985,-0.27541030169960173,0.30525408561324185,0.3759661280120992,-0.10457612581496906,0.4612156224803953,-0.5306697545762181,-0.39994219599310565,0.5302555171063312,0.42554263375557005,-0.3088876186271455,-0.20795328336627775,0.40034986742657097,0.6695689551313676,-0.11254068800670951,0.3739126835193267,1.0,-1.0000000000000007,1.0000000000000007,-0.0130172044295396,0.26423326809945474,-0.29471021164019595,-0.06863027987208958,0.043142564979580834,0.2795023923813949,-0.23450889480895573,0.06951644530988285,0.2869179141355743,-0.04314300281744164,-0.279501649462915,0.22496479813976453,0.1630122392829277,-0.44870318755410254,-0.045447584491264466,-0.08590474896084463,0.14878663920556978,0.49946819830468914,0.276647845771539,-0.30822976081386544,-0.33791378470926314,0.4079090040381027,0.07783592295621435,0.5346323821568671,0.1903087272911019,-0.0282038299348189,-0.08163732954784325,0.07202884402937061,0.12651721960188364,-0.14531868233351228,-0.11637907873680214,-0.08580503252651522,-0.08363636160625322
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",-1.0000000000000002,1.0000000000000002,1.0000000000000009,1.0000000000000007,1.0000000000000198,1.0000000000000115,1.0000000000000142,-1.0000000000000004,-1.0000000000000013,-0.9999999999999998,1.0000000000000004,1.0000000000000013,1.0000000000000007,,,-1.0000000000000007,-1.0000000000000007,1.0000000000000062,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000016,0.9999999999999996,0.9999999999999997,-0.9999999999999829,-0.9999999999999953,1.0000000000000007,1.0000000000000004,1.0000000000000004,1.0000000000000004,,1.0000000000000009,-1.0000000000000007,-1.0000000000000004,,,,,,,-1.0000000000000004,-1.0000000000000002,-1.0000000000000007,1.0,-1.0000000000000002,-0.9999999999999994,0.9999999999999993,-1.0,-0.9999999999999996,0.9999999999999994,-0.9999999999999996,-0.9999999999999984,0.9999999999999992,0.9999999999999994,-0.999999999999999,0.9999999999999996,0.9999999999999993,0.9999999999999993,0.9999999999999996,-1.0000000000000002,-0.9999999999999994,-0.9999999999999999,-0.9999999999999993,0.9999999999999994,-0.9999999999999977,-0.9999999999999942,-0.9999999999999994,-0.9999999999999996,-0.9999999999999994,-0.9999999999999853,-0.9999999999999993,0.999999999999997,-0.9999999999999986,-0.9999999999999993,0.9999999999999991,0.9999999999999994,0.9999999999999994,-0.9999999999999996
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1.0000000000000007,-1.0000000000000002,-1.0000000000000009,-1.0000000000000007,-1.0000000000000198,-1.0000000000000115,-1.0000000000000144,1.0000000000000009,1.0000000000000013,1.0,-1.0000000000000007,-1.0000000000000013,-1.0000000000000009,,,1.0000000000000009,1.0000000000000007,-1.0000000000000064,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-1.0000000000000016,-0.9999999999999997,-0.9999999999999997,0.9999999999999829,0.9999999999999953,-1.0000000000000009,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,,-1.000000000000001,1.0000000000000009,1.0000000000000007,,,,,,,1.0000000000000007,1.0000000000000004,1.0000000000000007,-1.0000000000000002,1.0,0.9999999999999993,-0.9999999999999993,1.0,0.9999999999999994,-0.9999999999999994,0.9999999999999992,0.9999999999999983,-0.9999999999999991,-0.9999999999999993,0.9999999999999989,-0.9999999999999992,-0.9999999999999992,-0.9999999999999994,-0.9999999999999994,1.0000000000000002,0.9999999999999994,0.9999999999999998,0.9999999999999993,-0.9999999999999993,0.9999999999999976,0.9999999999999941,0.9999999999999993,0.9999999999999994,0.9999999999999993,0.9999999999999853,0.9999999999999994,-0.9999999999999969,0.9999999999999984,0.9999999999999993,-0.9999999999999989,-0.9999999999999991,-0.9999999999999992,0.9999999999999994
"Maternal mortality ratio (per 100,000 live births)",-0.1818837921730934,-0.5292029222363486,-0.5328743930021533,-0.5630514429832361,-0.3496542428622956,-0.39263165371271885,-0.38855324003840963,-0.09492883420129138,-0.24056534179831005,-0.20344021236399432,-0.49066648685817715,-0.5421528264070838,-0.544673021572624,-0.0036226231163950955,0.27113447330401674,-0.4344838295295165,-0.459905399435609,-0.29704449301063407,-0.19173350456063065,-0.3350331642998478,-0.3420353947873181,0.1264458033670284,0.033762010560084675,-0.5418794740685386,-0.5019174423572057,0.09707602790624068,0.032407230041872376,-0.13726216412034836,-0.11712431907413383,-0.07650534324522888,-0.03740815089368511,-0.16818215585861582,-0.18732592019350996,0.06920824760752259,0.033586628405612606,-0.1281209949266913,-0.025311987384616767,-0.4691567740005184,-0.8727765499965814,-0.42938792747899596,-0.2734881457984082,-0.4142055490140128,-0.22220858990538217,-0.0130172044295396,-0.9999999999999994,0.9999999999999993,1.0,0.09831193309209477,-0.12273229951094662,-0.14424993431877123,0.34943088752434476,0.5517014191776561,-0.20854723661315389,0.36157494147758373,0.5626499395930719,-0.34943081329625775,-0.5517011683664174,0.3659268132383355,0.2741157826811704,0.005649651809955043,-0.272109474976211,-0.09550277174507255,0.08706645681657474,-0.2279383953134085,-0.2405403721657171,0.5309863818190712,0.49113965597092407,0.6092335989999105,0.6168025982130173,-0.08037858465784986,0.06674440752329873,0.5228460919943383,0.4961128938627506,0.13235731846155838,0.032167838511729344,-0.20938428442365684,-0.29121661453323516,0.47592003573251085,0.532899096621726
